tag,tests,passes,pending,failures,start,end,duration,raw
s7,4,4,0,0,2018-03-08T21:51:50.394Z,2018-03-08T21:53:15.552Z,85158,"{""stats""=>{""suites""=>4, ""tests""=>4, ""passes""=>4, ""pending""=>0, ""failures""=>0, ""start""=>""2018-03-08T21:51:50.394Z"", ""end""=>""2018-03-08T21:53:15.552Z"", ""duration""=>85158}, ""tests""=>[{""duration""=>76682, ""err""=>{}}, {""duration""=>76912, ""err""=>{}}, {""duration""=>77240, ""err""=>{}}, {""duration""=>79030, ""err""=>{}}], ""pending""=>[], ""failures""=>[], ""passes""=>[{""duration""=>76682, ""err""=>{}}, {""duration""=>76912, ""err""=>{}}, {""duration""=>77240, ""err""=>{}}, {""duration""=>79030, ""err""=>{}}]}"
